file,status,error,bank_name,year,presence,tokens,out_tokens
y6report_1128947_ELYSIAN_2018,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128947_ELYSIAN_2019,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128947_ELYSIAN_2020,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128947_ELYSIAN_2021,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128947_ELYSIAN_2022,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128947_ELYSIAN_2023,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128947_ELYSIAN_2024,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128983_WABASHA-HC_2013,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128983_WABASHA-HC_2014,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128983_WABASHA-HC_2016,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128983_WABASHA-HC_2017,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1128987_WABASHA-HC_2015,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1129001_OLMSTED-BC_2013,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1129001_OLMSTED-BC_2014,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1129001_OLMSTED-BC_2015,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1129001_OLMSTED-BC_2016,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1129001_OLMSTED-BC_2017,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1129001_OLMSTED-BC_2018,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1129001_OLMSTED-BC_2019,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1129001_OLMSTED-BC_2020,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1129001_OLMSTED-BC_2021,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1129001_OLMSTED-BC_2022,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1129001_OLMSTED-BC_2023,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1129001_OLMSTED-BC_2024,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1129029_BAKKEN-SECURITIES_2013,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1129029_BAKKEN-SECURITIES_2014,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1129029_BAKKEN-SECURITIES_2015,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1129029_BAKKEN-SECURITIES_2016,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1129029_BAKKEN-SECURITIES_2017,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1129029_BAKKEN-SECURITIES_2018,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1129029_BAKKEN-SECURITIES_2019,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1129029_BAKKEN-SECURITIES_2020,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1129029_BAKKEN-SECURITIES_2021,failed,"500 None. {'fault': {'faultstring': 'calloutResponse message is not available for ExtractVariable: EV-extract-huit-rates', 'detail': {'errorcode': 'steps.extractvariables.SourceMessageNotAvailable'}}}",,,,,
y6report_1129029_BAKKEN-SECURITIES_2022,passed,,"Bakken Securities, Inc.",2022,none,11338,63
y6report_1129029_BAKKEN-SECURITIES_2023,failed,"Expecting ',' delimiter: line 899 column 6 (char 18724)",,,,,
y6report_1129029_BAKKEN-SECURITIES_2024,passed,,"BAKKEN SECURITIES, INC.",2024,none,2529,64
y6report_1129047_CITIZENS-BHRS_2019,passed,,"Citizens Bancshares, Inc.",2019,both,3370,969
y6report_1129047_CITIZENS-BSHRS_2013,failed,"Expecting ',' delimiter: line 893 column 6 (char 16767)",,,,,
y6report_1129047_CITIZENS-BSHRS_2014,failed,"Expecting ',' delimiter: line 884 column 6 (char 16903)",,,,,
y6report_1129047_CITIZENS-BSHRS_2015,failed,"Expecting ',' delimiter: line 884 column 6 (char 16809)",,,,,
y6report_1129047_CITIZENS-BSHRS_2016,failed,"Expecting ',' delimiter: line 893 column 6 (char 16891)",,,,,
y6report_1129047_CITIZENS-BSHRS_2017,failed,"Expecting ',' delimiter: line 875 column 6 (char 16742)",,,,,
y6report_1129047_CITIZENS-BSHRS_2018,passed,,"Citizens Bancshares, Inc.",2018,both,3724,968
y6report_1129047_CITIZENS-BSHRS_2020,passed,,"Citizens Bancshares, Inc.",2020,both,4264,1586
y6report_1129065_CITIZENS-BSHRS-OF-WOODVILLE_2013,passed,,"CITIZENS BANCSHARES OF WOODVILLE, INC.",2013,both,14706,916
y6report_1129065_CITIZENS-BSHRS-OF-WOODVILLE_2014,passed,,"CITIZENS BANCSHARES OF WOODVILLE, INC.",2014,both,14631,913
y6report_1129065_CITIZENS-BSHRS-OF-WOODVILLE_2015,passed,,"Citizens BancShares of Woodville, Inc.",2015,both,70779,766
y6report_1129065_CITIZENS-BSHRS-OF-WOODVILLE_2016,passed,,"Citizens BancShares of Woodville, Inc.",2016,both,223499,934
y6report_1129065_CITIZENS-BSHRS-OF-WOODVILLE_2017,passed,,"Citizens BancShares of Woodville, Inc.",2017,both,4573,977
y6report_1129065_CITIZENS-BSHRS-OF-WOODVILLE_2018,passed,,"Citizens BancShares of Woodville, Inc.",2018,both,4769,971
y6report_1129065_CITIZENS-BSHRS-OF-WOODVILLE_2019,passed,,"Citizens BancShares of Woodville, Inc.",2019,both,4271,979
y6report_1129065_CITIZENS-BSHRS-OF-WOODVILLE_2020,passed,,"Citizens BancShares of Woodville, Inc.",2020,both,12308,875
y6report_1129065_CITIZENS-BSHRS-OF-WOODVILLE_2021,passed,,"Citizens BancShares of Woodville, Inc.",2021,both,4303,857
y6report_1129065_CITIZENS-BSHRS-OF-WOODVILLE_2022,passed,,"Citizens BancShares of Woodville, Inc.",2022,none,9783,67
y6report_1129065_CITIZENS-BSHRS-OF-WOODVILLE_2023,passed,,"Citizens BancShares of Woodville, Inc.",2023,none,11140,67
y6report_1129065_CITIZENS-BSHRS-OF-WOODVILLE_2024,passed,,"CITIZENS BANCSHARES OF WOODVILLE, INC.",2024,none,2384,70
y6report_1129159_SBE-CORP_2013,passed,,S.B.E. Corp.,2013,both,229379,2035
y6report_1129159_SBE-CORP_2014,passed,,S.B.E. CORP.,2014,both,167343,1974
y6report_1129159_SBE-CORP_2015,passed,,S.B.E. Corp.,2015,both,286508,1709
y6report_1129159_SBE-CORP_2016,passed,,S.B.E. Corp.,2016,both,162840,1566
y6report_1129159_SBE-CORP_2017,passed,,S.B.E. CORP.,2017,both,241991,1545
y6report_1129159_SBE-CORP_2018,passed,,S.B.E. Corp.,2018,both,100325,1592
y6report_1129159_SBE-CORP_2019,passed,,S.B.E. Corp.,2019,both,13004,1547
y6report_1129159_SBE-CORP_2020,passed,,S.B.E. Corp.,2020,both,191465,1554
y6report_1129159_SBE-CORP_2021,passed,,S.B.E. CORP.,2021,both,274875,1448
y6report_1129159_SBE-CORP_2022,passed,,S.B.E. Corp.,2022,both,5224,1453
y6report_1129159_SBE-CORP_2023,passed,,S.B.E. Corp.,2023,both,158626,1654
y6report_1129159_SBE-CORP_2024,passed,,S.B.E. CORP.,2024,insiders,185399,1325
y6report_1129186_LISMORE-FNCL-SVC_2013,passed,,Lismore Financial Services,2013,both,6888,1187
y6report_1129186_LISMORE-FNCL-SVC_2014,passed,,Lismore Financial Services,2014,both,14574,1020
y6report_1129186_LISMORE-FNCL-SVC_2015,passed,,Lismore Financial Services,2015,both,15670,1251
y6report_1129186_LISMORE-FNCL-SVC_2016,passed,,"LISMORE FINANCIAL SERVICES, INC.",2016,both,15157,850
y6report_1129186_LISMORE-FNCL-SVC_2017,passed,,"LISMORE FINANCIAL SERVICES, INC.",2017,both,2898,552
y6report_1129186_LISMORE-FNCL-SVC_2018,passed,,Lismore Financial Services,2018,both,4668,552
y6report_1129186_LISMORE-FNCL-SVC_2019,passed,,"LISMORE FINANCIAL SERVICES, INC.",2019,both,13236,554
y6report_1129186_LISMORE-FNCL-SVC_2020,passed,,"LISMORE FINANCIAL SERVICES, INC.",2020,both,13301,580
y6report_1129186_LISMORE-FNCL-SVC_2021,passed,,"LISMORE FINANCIAL SERVICES, INC.",2021,both,14140,554
y6report_1129186_LISMORE-FNCL-SVC_2022,passed,,Lismore Financial Services,2022,none,2978,63
y6report_1129243_DRUMMOND-BSHRS_2013,passed,,"Drummond Bancshares, Inc.",2013,both,4781,1192
y6report_1129243_DRUMMOND-BSHRS_2014,passed,,"Drummond Bancshares, Inc.",2014,both,27156,1128
y6report_1129243_DRUMMOND-BSHRS_2015,passed,,"Drummond Bancshares, Inc.",2015,both,5153,1236
y6report_1131237_FIRST-BOTTINEAU_2014,passed,,First Bottineau Inc.,2014,both,4194,943
y6report_1131237_FIRST-BOTTINEAU_2015,passed,,First Bottineau Inc.,2015,both,12972,938
y6report_1131237_FIRST-BOTTINEAU_2016,passed,,First Bottineau Inc.,2016,both,4264,922
y6report_1131237_FIRST-BOTTINEAU_2017,passed,,First Bottineau Inc.,2017,both,12646,919
y6report_1131237_FIRST-BOTTINEAU_2018,passed,,First Bottineau Inc.,2018,both,13662,940
y6report_1131237_FIRST-BOTTINEAU_2019,passed,,First Bottineau Inc,2019,both,14071,905
y6report_1131237_FIRST-BOTTINEAU_2020,passed,,First Bottineau Inc.,2020,both,14003,765
y6report_1131237_FIRST-BOTTINEAU_2021,passed,,First Bottineau Inc,2021,both,3910,786
y6report_1131237_FIRST-BOTTINEAU_2022,passed,,First Bottineau Inc.,2022,both,41253,241
y6report_1131237_FIRST-BOTTINEAU_2023,passed,,First Bottineau Inc.,2023,none,14875,63
y6report_1131237_FIRST-BOTTINEAU_2024,passed,,"FIRST BOTTINEAU, INC.",2024,none,2573,64
y6report_1131406_LEACKCO-BHC_2013,passed,,"Leackco Bank Holding Company, Inc.",2013,both,15937,2131
y6report_1131406_LEACKCO-BHC_2014,passed,,"Leackco Bank Holding Company, Inc.",2014,both,7004,2105
y6report_1131406_LEACKCO-BHC_2015,passed,,"Leackco Bank Holding Company, Inc.",2015,both,27343,2086
y6report_1131406_LEACKCO-BHC_2016,passed,,"LEACKCO BANK HOLDING COMPANY, INC.",2016,both,6618,2200
y6report_1131406_LEACKCO-BHC_2017,passed,,"Leackco Bank Holding Company, Inc.",2017,both,6850,2051
y6report_1131406_LEACKCO-BHC_2018,passed,,"Leackco Bank Holding Company, Inc.",2018,both,16844,1569
y6report_1131406_LEACKCO-BHC_2019,passed,,"Leackco Bank Holding Company, Inc.",2019,both,12550,1573
y6report_1131406_LEACKCO-BHC_2020,passed,,"Leackco Bank Holding Company, Inc.",2020,both,14395,1566
y6report_1131406_LEACKCO-BHC_2021,passed,,Leackco Bank Holding Company,2021,both,5919,1157
y6report_1131406_LEACKCO-BHC_2022,passed,,Leackco Bank Holding Company,2022,both,7057,1157
y6report_1131406_LEACKCO-BHC_2023,passed,,Leackco Bank Holding Company,2023,insiders,3427,702
y6report_1131880_LEWIS-BSHRS_2013,passed,,"Lewis Banshares, Inc.",2013,both,15118,1288
y6report_1131880_LEWIS-BSHRS_2014,passed,,"LEWIS BANSHARES, INC.",2014,both,15500,1148
y6report_1131880_LEWIS-BSHRS_2015,passed,,"LEWIS BANSHARES, INC.",2015,both,16420,956
y6report_1132195_RUSHFORD-ST-BC_2013,passed,,"Rushford State Bancorp, Inc.",2013,both,28650,1024
y6report_1132195_RUSHFORD-ST-BC_2014,passed,,"Rushford State Bancorp, Inc.",2014,both,17096,1045
y6report_1132195_RUSHFORD-ST-BC_2015,passed,,"Rushford State Bancorp, Inc.",2015,both,15595,711
y6report_1132195_RUSHFORD-ST-BC_2016,passed,,"Rushford State Bancorp, Inc",2016,both,4090,742
y6report_1132195_RUSHFORD-ST-BC_2017,passed,,Rushford State Bancorp,2017,both,12273,699
y6report_1132195_RUSHFORD-ST-BC_2018,passed,,"Rushford State Bancorp, Inc.",2018,both,14015,601
y6report_1132195_RUSHFORD-ST-BC_2019,passed,,"Rushford State Bancorp, Inc.",2019,both,6884,628
y6report_1132195_RUSHFORD-ST-BC_2020,passed,,"Rushford State Bancorp, Inc.",2020,both,13670,664
y6report_1132195_RUSHFORD-ST-BC_2021,passed,,"Rushford State Bancorp, Inc.",2021,both,4378,742
y6report_1132195_RUSHFORD-ST-BC_2022,passed,,"Rushford State Bancorp, Inc",2022,both,14317,970
y6report_1132195_RUSHFORD-ST-BC_2023,passed,,"Rushford State Bancorp, Inc.",2023,none,9573,65
y6report_1132195_RUSHFORD-ST-BC_2024,passed,,"RUSHFORD STATE BANCORP, INC.",2024,none,2585,67
y6report_1132793_LAKE-PARK-BSHRS_2013,passed,,"Lake Park Bancshares, Inc.",2013,both,15297,2306
y6report_1132793_LAKE-PARK-BSHRS_2014,failed,Invalid \escape: line 124 column 59 (char 2845),,,,,
y6report_1132793_LAKE-PARK-BSHRS_2015,passed,,"Lake Park Bancshares, Inc.",2015,both,5214,2082
y6report_1132793_LAKE-PARK-BSHRS_2016,passed,,"Lake Park Bancshares, Inc.",2016,both,5440,2066
y6report_1132793_LAKE-PARK-BSHRS_2017,passed,,"Lake Park Bancshares, Inc.",2017,both,13587,2221
y6report_1132793_LAKE-PARK-BSHRS_2018,passed,,"Lake Park Bancshares, Inc.",2018,both,12845,2153
y6report_1132793_LAKE-PARK-BSHRS_2019,failed,Invalid \escape: line 87 column 59 (char 2001),,,,,
y6report_1132793_LAKE-PARK-BSHRS_2020,passed,,"Lake Park Bancshares, Inc.",2020,both,12927,2027
y6report_1132793_LAKE-PARK-BSHRS_2021,passed,,"Lake Park Bancshares, Inc.",2021,both,13252,2041
y6report_1132793_LAKE-PARK-BSHRS_2022,passed,,"Lake Park Bancshares, Inc.",2022,securities,12548,752
y6report_1132793_LAKE-PARK-BSHRS_2023,passed,,"Lake Park Bancshares, Inc.",2023,none,11388,65
y6report_1132793_LAKE-PARK-BSHRS_2024,passed,,"LAKE PARK BANCSHARES, INC.",2024,none,2589,66
y6report_1133549_CATTAIL-BSHRS_2013,passed,,"Cattail Bancshares, Inc.",2013,both,27088,824
y6report_1133549_CATTAIL-BSHRS_2014,failed,Invalid \escape: line 51 column 65 (char 1138),,,,,
y6report_1133549_CATTAIL-BSHRS_2015,failed,Invalid \escape: line 51 column 65 (char 1103),,,,,
y6report_1133549_CATTAIL-BSHRS_2016,failed,Invalid \escape: line 51 column 65 (char 1103),,,,,
y6report_1133549_CATTAIL-BSHRS_2017,passed,,"Cattail Bancshares, Inc.",2017,both,14345,963
y6report_1133549_CATTAIL-BSHRS_2018,passed,,"Cattail Bancshares, Inc.",2018,both,27257,1297
y6report_1133549_CATTAIL-BSHRS_2019,passed,,"Cattail Bancshares, Inc.",2019,both,4611,935
y6report_1133549_CATTAIL-BSHRS_2020,passed,,"Cattail Bancshares, Inc.",2020,both,10663,1021
y6report_1133549_CATTAIL-BSHRS_2021,failed,Invalid \escape: line 42 column 45 (char 916),,,,,
y6report_1133549_CATTAIL-BSHRS_2022,passed,,"Cattail Bancshares, Inc.",2022,insiders,2256,186
y6report_1133549_CATTAIL-BSHRS_2023,passed,,"Cattail Bancshares, Inc.",2023,none,11558,65
y6report_1133549_CATTAIL-BSHRS_2024,passed,,"CATTAIL BANCSHARES, INC.",2024,none,2621,66
y6report_1133567_FULDA-BC_2013,passed,,"Fulda Bancorporation, Inc",2014,both,18646,670
y6report_1133567_FULDA-BC_2015,passed,,"Fulda Bancorporation, Inc",2015,both,18070,670
y6report_1133567_FULDA-BC_2016,passed,,"Fulda Bancorporation, Inc",2016,both,29862,522
y6report_1133567_FULDA-BC_2017,passed,,"Fulda Bancorporation, Inc",2017,both,16925,521
y6report_1133567_FULDA-BC_2018,passed,,"Fulda Bancorporation, Inc",2018,both,7800,542
y6report_1133567_FULDA-BC_2019,passed,,"Fulda Bancorporation, Inc",2019,both,8218,609
y6report_1133567_FULDA-BC_2020,passed,,"Fulda Bancorporation, Inc",2020,both,7920,607
y6report_1133567_FULDA-BC_2021,passed,,"Fulda Bancorporation, Inc",2021,both,7786,612
y6report_1133567_FULDA-BC_2022,passed,,"Fulda Bancorporation, Inc.",2022,both,12434,537
y6report_1133567_FULDA-BC_2023,passed,,"Fulda Bancorporation, Inc",2023,both,14800,858
y6report_1133567_FULDA-BC_2024,passed,,"Fulda Bancorporation, Inc.",2024,none,2992,64
y6report_1133660_WNB-HC_2013,passed,,Winona Banc Holding Company,2013,both,18939,2223
y6report_1133660_WNB-HC_2014,passed,,Winona Banc Holding Company,2014,both,23309,1887
y6report_1133660_WNB-HC_2015,passed,,Winona Banc Holding Company,2015,both,5806,1963
y6report_1133660_WNB-HC_2016,passed,,WINONA BANC HOLDING COMPANY,2016,both,4835,2047
y6report_1133660_WNB-HC_2017,passed,,Winona Banc Holding Company,2017,both,5386,2111
y6report_1133660_WNB-HC_2018,passed,,WNB Holding Company,2018,both,6800,2356
y6report_1133660_WNB-HC_2019,passed,,WNB Holding Company,2019,both,6451,2509
y6report_1133660_WNB-HC_2020,passed,,WNB HOLDING COMPANY,2020,both,18772,2206
y6report_1133660_WNB-HC_2021,passed,,WNB Holding Company,2021,both,15899,2223
y6report_1133660_WNB-HC_2022,passed,,WNB Holding Company,2022,insiders,12891,182
y6report_1133660_WNB-HC_2023,passed,,WNB Holding Company,2023,none,15074,62
y6report_1133697_CFC-BC_2013,passed,,"CFC Bancorp, Inc.",2013,both,13200,1560
y6report_1133697_CFC-BC_2014,passed,,"C.F.C. Bancorp, Inc.",2014,both,16617,1461
y6report_1133697_CFC-BC_2015,passed,,"C.F.C. Bancorp, Inc.",2015,both,5429,1489
y6report_1133697_CFC-BC_2016,passed,,"C.F.C. Bancorp, Inc.",2016,both,13087,1432
y6report_1133781_AMERICAN-BC_2013,passed,,"American Bancor, Ltd.",2013,both,7149,1821
y6report_1133781_AMERICAN-BC_2014,passed,,"American Bancor, Ltd.",2014,both,9355,4704
y6report_1133781_AMERICAN-BC_2015,passed,,"American Bancor, Ltd.",2015,both,8159,4200
y6report_1133781_AMERICAN-BC_2016,passed,,"American Bancor, Ltd.",2016,both,7908,4214
y6report_1133781_AMERICAN-BC_2017,passed,,"American Bancor, Ltd.",2017,both,16951,3912
y6report_1133781_AMERICAN-BC_2018,passed,,"American Bancor, Ltd.",2018,both,7623,3965
y6report_1133781_AMERICAN-BC_2019,passed,,"American Bancor, Ltd.",2019,both,16870,3890
y6report_1133781_AMERICAN-BC_2020,passed,,"American Bancor, Ltd.",2020,both,16811,5031
y6report_1133781_BRAVERA-HOLDS-CORP_2021,passed,,Bravera Holdings Corp.,2021,both,5640,2529
y6report_1133781_BRAVERA-HOLDS-CORP_2022,passed,,Bravera Holdings Corp.,2022,both,5753,2052
y6report_1133781_BRAVERA-HOLDS-CORP_2023,passed,,Bravera Holdings Corp.,2023,both,19143,2379
y6report_1134247_SOUTHEAST-MN-BSHRS_2013,passed,,"Southeast Minnesota Bancshares, Inc.",2013,both,14917,1206
y6report_1134247_SOUTHEAST-MN-BSHRS_2014,passed,,"Southeast Minnesota Bancshares, Inc.",2014,insiders,28464,187
y6report_1134247_SOUTHEAST-MN-BSHRS_2015,passed,,"Southeast Minnesota Bancshares, Inc.",2015,both,3749,1218
y6report_1134470_COUNTRICORP_2013,passed,,COUNTRICORP,2013,both,52441,832
y6report_1134470_COUNTRICORP_2014,passed,,Countricorp,2014,both,64892,745
y6report_1134470_COUNTRICORP_2015,passed,,COUNTRICORP,2015,both,66947,876
y6report_1134470_COUNTRICORP_2016,passed,,Countricorp,2016,both,64802,846
y6report_1134470_COUNTRICORP_2017,passed,,COUNTRICORP,2017,both,68716,759
y6report_1134470_COUNTRICORP_2018,passed,,Countricorp,2018,both,56013,790
y6report_1134470_COUNTRICORP_2019,passed,,COUNTRICORP,2019,both,56537,814
y6report_1134470_COUNTRICORP_2020,passed,,Countricorp,2020,both,62524,834
y6report_1134470_COUNTRICORP_2021,passed,,COUNTRICORP,2021,both,63421,755
y6report_1134470_COUNTRICORP_2022,passed,,Unknown,2023,both,21714,809
y6report_1134470_COUNTRICORP_2023,passed,,Countricorp,2023,both,70977,1371
y6report_1134470_COUNTRICORP_2024,passed,,COUNTRICORP,2024,insiders,12556,1013
y6report_1134573_BELLE-PLAIN-BC_2014,passed,,Belle Plaine Bancorporation,2014,both,4583,1296
y6report_1134573_BELLE-PLAINE-BC_2013,passed,,Belle Plaine Bancorporation,2013,both,5115,1032
y6report_1134573_BELLE-PLAINE-BC_2015,failed,Invalid \escape: line 78 column 60 (char 1557),,,,,
y6report_1134573_BELLE-PLAINE-BC_2016,passed,,Belle Plaine Bancorporation,2016,both,4667,1291
y6report_1134573_BELLE-PLAINE-BC_2017,failed,Invalid \escape: line 69 column 60 (char 1428),,,,,
y6report_1134573_BELLE-PLAINE-BC_2018,passed,,Belle Plaine Bancorporation,2018,both,23838,1035
y6report_1134724_ADINO-CO_2013,passed,,The Adino Company,2013,both,5120,1248
y6report_1134724_ADINO-CO_2014,passed,,The Adino Company,2014,both,28671,1166
y6report_1134724_ADINO-CO_2015,passed,,The Adino Company,2015,both,14766,1120
y6report_1134724_ADINO-CO_2016,passed,,The Adino Company,2016,both,4527,1120
y6report_1134724_ADINO-CO_2017,passed,,The Adino Company,2017,both,3945,1120
y6report_1134724_ADINO-CO_2018,passed,,The Adino Company,2018,both,13330,1120
y6report_1134724_ADINO-CO_2019,passed,,The Adino Company,2019,both,4351,1120
y6report_1134724_ADINO-CO_2020,passed,,The Adino Company,2020,both,12682,1170
y6report_1134724_ADINO-CO_2021,passed,,The Adino Company,2021,both,13232,1126
y6report_1134724_ADINO-CO_2022,passed,,The Adino Company,2022,none,3141,62
y6report_1134724_ADINO-CO_2023,passed,,The Adino Company,2023,insiders,13460,181
y6report_1134724_ADINO-CO_2024,passed,,"ADINO COMPANY, THE",2024,none,2549,63
y6report_1134845_FIRST-NBC_2013,passed,,"First National Bancorp, Inc.",2013,both,374963,1463
y6report_1134845_FIRST-NBC_2014,passed,,"FIRST NATIONAL BANCORP, INC.",2014,both,339066,1755
y6report_1134845_FIRST-NBC_2015,passed,,"FIRST NATIONAL BANCORP, INC.",2015,both,406212,1942
y6report_1134845_FIRST-NBC_2016,passed,,"First National Bancorp, Inc.",2016,both,682029,1892
y6report_1134845_FIRST-NBC_2017,passed,,"FIRST NATIONAL BANCORP, INC.",2017,both,674908,1508
y6report_1134845_FIRST-NBC_2018,failed,"400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': 'The input token count (1127328) exceeds the maximum number of tokens allowed (1048575).', 'status': 'INVALID_ARGUMENT'}, 'modelVersion': 'gemini-2.0-flash'}",,,,,
y6report_1134845_FIRST-NBC_2019,passed,,"First National Bancorp, Inc.",2019,both,751116,3301
y6report_1134845_FIRST-NBC_2020,passed,,"First National Bancorp, Inc.",2020,both,560730,3343
y6report_1134845_FIRST-NBC_2021,passed,,"First National Bancorp, Inc.",2021,both,665073,3353
y6report_1134845_FIRST-NBC_2022,failed,Invalid \escape: line 22 column 56 (char 568),,,,,
